vl_cnpj;optante_simples;optante_simei
5,8753E+12;FALSE;FALSE
5,8784E+12;FALSE;FALSE
5,88385E+12;TRUE;FALSE
5,88467E+12;FALSE;FALSE
5,90606E+12;FALSE;FALSE
5,90686E+12;FALSE;FALSE
5,91455E+12;FALSE;FALSE
5,91601E+12;TRUE;FALSE
5,91749E+12;FALSE;FALSE
5,92583E+12;TRUE;FALSE
5,93019E+12;TRUE;FALSE
5,93183E+12;TRUE;FALSE
5,93197E+12;FALSE;FALSE
5,93474E+12;FALSE;FALSE
5,93684E+12;FALSE;FALSE
5,95888E+12;FALSE;FALSE
5,96702E+12;FALSE;FALSE
5,9757E+12;FALSE;FALSE
5,99335E+12;FALSE;FALSE
5,9936E+12;FALSE;FALSE
5,9951E+12;FALSE;FALSE
5,99956E+12;FALSE;FALSE
5,99969E+12;TRUE;FALSE
6,02144E+12;TRUE;FALSE
6,03622E+12;TRUE;TRUE
6,04418E+12;FALSE;FALSE
6,04709E+12;FALSE;FALSE
6,04709E+12;FALSE;FALSE
6,05378E+12;FALSE;FALSE
6,05722E+12;FALSE;FALSE
6,06161E+12;TRUE;FALSE
6,071E+12;FALSE;FALSE
6,07854E+12;FALSE;FALSE
6,08672E+12;FALSE;FALSE
6,09781E+12;TRUE;FALSE
6,09998E+12;TRUE;FALSE
6,11251E+12;FALSE;FALSE
6,1178E+12;TRUE;FALSE
6,1374E+12;FALSE;FALSE
6,14769E+12;FALSE;FALSE
6,15009E+12;FALSE;FALSE
6,15528E+12;TRUE;FALSE
6,16425E+12;FALSE;FALSE
6,18369E+12;TRUE;FALSE
6,18452E+12;FALSE;FALSE
6,19468E+12;null;null
6,196E+12;FALSE;FALSE
6,20981E+12;TRUE;FALSE
6,21812E+12;FALSE;FALSE
6,21899E+12;FALSE;FALSE
6,22276E+12;TRUE;FALSE
6,22997E+12;TRUE;FALSE
6,23906E+12;null;null
6,24818E+12;TRUE;FALSE
6,25005E+12;FALSE;FALSE
6,28018E+12;TRUE;FALSE
6,28446E+12;FALSE;FALSE
6,29278E+12;null;null
6,30591E+12;FALSE;FALSE
6,30726E+12;TRUE;FALSE
6,31883E+12;TRUE;FALSE
6,32013E+12;TRUE;FALSE
6,32227E+12;TRUE;FALSE
6,32434E+12;FALSE;FALSE
6,32471E+12;TRUE;FALSE
6,32639E+12;FALSE;FALSE
6,33857E+12;FALSE;FALSE
6,34396E+12;TRUE;FALSE
6,34741E+12;FALSE;FALSE
6,35158E+12;TRUE;FALSE
6,35379E+12;FALSE;FALSE
6,37322E+12;FALSE;FALSE
6,53664E+12;FALSE;FALSE
6,55584E+12;TRUE;FALSE
6,69578E+12;TRUE;FALSE
6,69604E+12;TRUE;FALSE
6,69665E+12;TRUE;FALSE
6,79013E+12;FALSE;FALSE
6,86702E+12;FALSE;FALSE
6,87928E+12;TRUE;FALSE
6,88242E+12;FALSE;FALSE
6,88788E+12;TRUE;FALSE
6,89526E+12;null;null
6,91115E+12;FALSE;FALSE
6,91197E+12;TRUE;FALSE
6,92699E+12;TRUE;FALSE
6,9292E+12;FALSE;FALSE
6,9335E+12;TRUE;FALSE
6,93573E+12;FALSE;FALSE
6,94623E+12;null;null
6,94897E+12;FALSE;FALSE
6,96573E+12;TRUE;FALSE
6,96821E+12;TRUE;FALSE
6,97775E+12;FALSE;FALSE
6,97775E+12;FALSE;FALSE
7,00716E+12;FALSE;FALSE
7,00999E+12;FALSE;FALSE
7,01292E+12;FALSE;FALSE
7,01631E+12;TRUE;FALSE
7,03757E+12;FALSE;FALSE
7,03854E+12;FALSE;FALSE
7,04149E+12;TRUE;FALSE
7,04725E+12;FALSE;FALSE
7,04935E+12;FALSE;FALSE
7,04937E+12;FALSE;FALSE
7,05025E+12;TRUE;FALSE
7,05037E+12;TRUE;FALSE
7,05778E+12;FALSE;FALSE
7,06308E+12;TRUE;FALSE
7,07778E+12;null;null
7,07823E+12;FALSE;FALSE
7,08878E+12;FALSE;FALSE
7,09552E+12;FALSE;FALSE
7,11096E+12;FALSE;FALSE
7,11356E+12;FALSE;FALSE
7,1266E+12;TRUE;TRUE
7,12784E+12;FALSE;FALSE
7,12832E+12;FALSE;FALSE
7,13628E+12;FALSE;FALSE
7,13949E+12;TRUE;FALSE
7,1503E+12;TRUE;FALSE
7,15354E+12;TRUE;FALSE
7,17328E+12;FALSE;FALSE
7,19123E+12;null;null
7,19173E+12;FALSE;FALSE
7,19292E+12;FALSE;FALSE
7,19682E+12;FALSE;FALSE
7,1977E+12;TRUE;FALSE
7,2049E+12;TRUE;FALSE
7,20614E+12;TRUE;FALSE
7,20682E+12;FALSE;FALSE
7,208E+12;FALSE;FALSE
7,21493E+12;TRUE;FALSE
7,21605E+12;FALSE;FALSE
7,21619E+12;FALSE;FALSE
7,21657E+12;null;null
7,21965E+12;null;null
7,22816E+12;TRUE;FALSE
7,23077E+12;FALSE;FALSE
7,23737E+12;FALSE;FALSE
7,23862E+12;FALSE;FALSE
7,24176E+12;FALSE;FALSE
7,24667E+12;FALSE;FALSE
7,24694E+12;FALSE;FALSE
7,24968E+12;TRUE;FALSE
7,25309E+12;TRUE;FALSE
7,25717E+12;TRUE;FALSE
7,25868E+12;TRUE;FALSE
7,26047E+12;FALSE;FALSE
7,26353E+12;FALSE;FALSE
7,2783E+12;TRUE;FALSE
7,28211E+12;FALSE;FALSE
7,29563E+12;FALSE;FALSE
7,3067E+12;FALSE;FALSE
7,31511E+12;TRUE;FALSE
7,316E+12;FALSE;FALSE
7,31642E+12;FALSE;FALSE
7,31901E+12;FALSE;FALSE
7,32074E+12;FALSE;FALSE
7,32483E+12;FALSE;FALSE
7,32871E+12;TRUE;FALSE
7,3335E+12;FALSE;FALSE
7,34192E+12;FALSE;FALSE
7,38141E+12;FALSE;FALSE
7,38454E+12;TRUE;FALSE
7,38666E+12;FALSE;FALSE
7,38739E+12;TRUE;FALSE
7,40172E+12;TRUE;FALSE
7,40413E+12;TRUE;FALSE
7,40905E+12;TRUE;FALSE
7,41533E+12;FALSE;FALSE
7,42087E+12;FALSE;FALSE
7,42471E+12;FALSE;FALSE
7,42721E+12;FALSE;FALSE
7,43702E+12;FALSE;FALSE
7,44702E+12;FALSE;FALSE
7,4531E+12;FALSE;FALSE
7,45654E+12;TRUE;FALSE
7,46445E+12;FALSE;FALSE
7,46567E+12;FALSE;FALSE
7,4719E+12;TRUE;FALSE
7,47374E+12;null;null
7,47396E+12;FALSE;FALSE
7,48505E+12;FALSE;FALSE
7,49116E+12;TRUE;FALSE
7,49751E+12;FALSE;FALSE
7,50446E+12;TRUE;FALSE
7,50866E+12;TRUE;FALSE
7,50883E+12;TRUE;FALSE
7,51252E+12;FALSE;FALSE
7,52656E+12;FALSE;FALSE
7,5357E+12;FALSE;FALSE
7,53929E+12;FALSE;FALSE
7,54237E+12;FALSE;FALSE
7,5472E+12;TRUE;FALSE
7,55019E+12;TRUE;FALSE
7,55858E+12;TRUE;FALSE
7,57065E+12;TRUE;FALSE
7,57457E+12;FALSE;FALSE
7,57555E+12;FALSE;FALSE
7,5765E+12;TRUE;FALSE
7,57993E+12;FALSE;FALSE
7,59498E+12;FALSE;FALSE
7,60508E+12;null;null
7,61156E+12;FALSE;FALSE
7,61517E+12;TRUE;FALSE
7,62113E+12;null;null
7,62709E+12;FALSE;FALSE
7,62853E+12;FALSE;FALSE
7,63127E+12;TRUE;TRUE
7,63945E+12;FALSE;FALSE
7,64088E+12;TRUE;FALSE
7,64931E+12;FALSE;FALSE
7,65095E+12;FALSE;FALSE
7,65922E+12;FALSE;FALSE
