cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral
2,74257E+13;2017-03-30;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;95585000;ARROIO DO SAL;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
4,02782E+13;2021-01-06;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;12530000;CUNHA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
4,28032E+13;2021-07-21;true;1749400;FABRICACAO DE PRODUTOS DE PASTAS CELULOSICAS PAPEL CARTOLINA PAPEL CARTAO E PAPELAO ONDULADO NAO ESPECIFICADOS ANTERIORMENTE;PAPEL E CELULOSE;INDUSTRIA;26584041;MESQUITA;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,70831E+13;2022-07-08;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;58068103;JOAO PESSOA;PB;NORDESTE;MATA PARAIBANA;ATIVA
3,17105E+13;2018-10-08;true;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;8215305;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
8,49924E+12;2007-01-15;false;113000;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;14700970;BEBEDOURO;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
4,46835E+13;2021-12-27;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;17250000;BARIRI;SP;SUDESTE;BAURU;ATIVA
2,97776E+13;2018-02-26;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;72427000;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
8,49398E+12;2006-11-21;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;15500000;VOTUPORANGA;SP;SUDESTE;SAO JOSE DO RIO PRETO;ATIVA
4,10444E+13;2021-03-01;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;41740690;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,47516E+13;2022-01-05;true;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO DISPENSADA;INDUSTRIA DIGITAL;SERVICOS;4126060;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,44854E+13;2019-08-09;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;53210100;OLINDA;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
3,6063E+13;2016-11-25;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;8032320;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,127E+13;2009-10-13;true;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;17470000;DUARTINA;SP;SUDESTE;BAURU;ATIVA
3,65653E+13;2020-03-05;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;3138010;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,17047E+13;2018-10-06;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;12061306;TAUBATE;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
1,92669E+13;2013-11-18;true;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;38304262;ITUIUTABA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
3,27632E+13;2019-02-13;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;38800000;SAO GOTARDO;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
2,64659E+13;2016-11-01;true;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;38400444;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
2,18888E+13;2015-02-18;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;87155000;DOUTOR CAMARGO;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
2,00506E+13;1979-12-03;true;4782201;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMERCIO;38022010;UBERABA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
3,93933E+13;2020-10-12;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;1310926;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,94742E+13;2018-01-18;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;82310260;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
3,27711E+13;1996-03-11;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;49010310;ARACAJU;SE;NORDESTE;LESTE SERGIPANO;ATIVA
3,09757E+13;2018-07-19;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;7243220;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,36121E+13;2019-05-14;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;22795172;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
2,79073E+12;1981-03-24;true;6912500;CARTORIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;75110770;ANAPOLIS;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
4,2625E+13;2021-07-07;true;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;5814220;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,99719E+13;2020-12-01;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;60833275;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA
4,55345E+13;2022-03-06;true;8599603;TREINAMENTO EM INFORMATICA;SERVICOS DE EDUCACAO;SERVICOS;41820520;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,02956E+13;2021-01-07;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;2713000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,39006E+13;2021-10-16;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;4130080;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,75966E+13;2022-08-16;true;8640204;SERVICOS DE TOMOGRAFIA;SERVICOS DE SAUDE;SERVICOS;78175000;POCONE;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
4,7606E+13;2022-08-17;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;9580370;SAO CAETANO DO SUL;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,8527E+13;2017-08-29;true;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;31360110;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
2,84883E+13;2017-08-23;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;78890000;SORRISO;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;ATIVA
3,54557E+13;2019-11-08;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;6707100;COTIA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,35795E+13;2019-05-09;true;4611700;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MATERIAS PRIMAS AGRICOLAS E ANIMAIS VIVOS;ATACADO;COMERCIO;62322760;TIANGUA;CE;NORDESTE;NOROESTE CEARENSE;ATIVA
4,80365E+13;2022-09-21;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;89830000;ABELARDO LUZ;SC;SUL;OESTE CATARINENSE;ATIVA
4,80102E+13;2022-09-20;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;3819200;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,80959E+13;2022-09-27;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;13082190;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
4,42896E+13;2021-11-18;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;9993300;DIADEMA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,25946E+13;2015-06-08;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;79002121;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;ATIVA
3,79228E+13;2020-07-30;true;4923001;SERVICO DE TAXI;TRANSPORTE;SERVICOS;24731220;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
2,22096E+13;2015-04-08;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;2128000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,12541E+13;1982-11-24;false;2423701;PRODUCAO DE TUBOS DE ACO SEM COSTURA;SIDERURGICA-METALURGIA;INDUSTRIA;35400000;OURO PRETO;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
3,1197E+13;2018-08-13;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;14409525;FRANCA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
1,81589E+13;2013-05-20;true;4744003;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;VAREJO;COMERCIO;89036003;BLUMENAU;SC;SUL;VALE DO ITAJAI;ATIVA
1,54385E+12;1996-11-12;true;8650006;ATIVIDADES DE FONOAUDIOLOGIA;SERVICOS DE SAUDE;SERVICOS;14400830;FRANCA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
4,51639E+13;2022-02-04;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;14730000;MONTE AZUL PAULISTA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
1,76515E+13;2013-02-27;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;70636055;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
4,09321E+13;2021-02-22;true;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;VAREJO;COMERCIO;31060180;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
4,48276E+13;2022-01-11;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;78005000;CUIABA;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
4,09196E+13;2021-02-19;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;96610000;ENCRUZILHADA DO SUL;RS;SUL;SUDESTE RIO GRANDENSE;ATIVA
3,78482E+13;2020-07-24;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;9181720;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,76912E+13;2022-08-24;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;58040420;JOAO PESSOA;PB;NORDESTE;MATA PARAIBANA;ATIVA
9,58205E+12;2008-05-14;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;48970000;SENHOR DO BONFIM;BA;NORDESTE;CENTRO NORTE BAIANO;ATIVA
4,76927E+13;2022-08-24;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;18160000;SALTO DE PIRAPORA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
4,33397E+12;2001-03-13;true;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;52221175;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
3,97356E+13;2020-11-10;true;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;73751230;PLANALTINA;GO;CENTRO-OESTE;LESTE GOIANO;ATIVA
4,22105E+12;2000-12-11;true;4683400;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS ADUBOS FERTILIZANTES E CORRETIVOS DO SOLO;ATACADO;COMERCIO;45990012;TEIXEIRA DE FREITAS;BA;NORDESTE;SUL BAIANO;ATIVA
4,6796E+12;2006-12-11;false;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;45760000;MACARANI;BA;NORDESTE;CENTRO SUL BAIANO;ATIVA
1,02551E+13;2008-07-18;true;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;5763460;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,46934E+13;2021-12-28;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;95630000;PAROBE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
4,31237E+13;2021-08-13;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;9892160;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,44862E+13;2011-10-19;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;2879040;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,82619E+13;2020-08-28;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;75902016;RIO VERDE;GO;CENTRO-OESTE;SUL GOIANO;ATIVA
2,04825E+13;2014-06-23;true;8610102;ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS;SERVICOS DE SAUDE;SERVICOS;38779000;BRASILANDIA DE MINAS;MG;SUDESTE;NOROESTE DE MINAS;ATIVA
3,9558E+13;2020-10-26;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;37713162;POCOS DE CALDAS;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
8,70208E+13;2014-08-21;false;4689399;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMERCIO;88302200;ITAJAI;SC;SUL;VALE DO ITAJAI;ATIVA
8,20073E+12;2008-01-09;false;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;17470000;DUARTINA;SP;SUDESTE;BAURU;ATIVA
4,04687E+13;2021-01-19;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;90680370;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
1,04264E+12;1996-02-07;true;4641901;COMERCIO ATACADISTA DE TECIDOS;ATACADO;COMERCIO;35661705;PARA DE MINAS;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
2,19206E+13;2015-02-24;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;88535000;CORREIA PINTO;SC;SUL;SERRANA;ATIVA
2,49065E+13;2016-05-31;true;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;44330000;SAO GONCALO DOS CAMPOS;BA;NORDESTE;CENTRO NORTE BAIANO;ATIVA
3,64979E+13;2020-02-28;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;18190000;ARACOIABA DA SERRA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
2,03726E+13;2014-06-03;true;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;58322000;CONDE;PB;NORDESTE;MATA PARAIBANA;ATIVA
1,43655E+13;2011-09-27;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;25035250;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
2,89756E+13;2017-10-31;true;8230002;CASAS DE FESTAS E EVENTOS;SERVICOS ADMINISTRATIVOS;SERVICOS;12730360;CRUZEIRO;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
3,28582E+13;2019-02-22;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;24417300;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,94967E+13;2020-10-20;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;91240090;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
7,66446E+12;2005-10-24;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;23076320;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
2,78942E+12;2015-09-03;false;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;INDUSTRIA DIGITAL;SERVICOS;78690000;NOVA XAVANTINA;MT;CENTRO-OESTE;NORDESTE MATO GROSSENSE;ATIVA
4,63595E+13;2022-05-11;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;86490000;RIBEIRAO DO PINHAL;PR;SUL;NORTE PIONEIRO PARANAENSE;ATIVA
2,00002E+13;2017-12-13;false;4789001;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;3031040;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,13777E+13;2019-05-28;false;4663000;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL PARTES E PECAS;ATACADO;COMERCIO;68515000;PARAUAPEBAS;PA;NORTE;SUDESTE PARAENSE;ATIVA
4,33108E+13;2021-08-27;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;40445201;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,53148E+13;2022-02-16;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;17521554;MARILIA;SP;SUDESTE;MARILIA;ATIVA
4,74076E+13;2022-08-03;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;68445000;BARCARENA;PA;NORTE;METROPOLITANA DE BELEM;ATIVA
4,53262E+13;2022-02-16;true;4761002;COMERCIO VAREJISTA DE JORNAIS E REVISTAS;VAREJO;COMERCIO;22031012;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,7062E+13;2022-07-07;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;29360000;CASTELO;ES;SUDESTE;SUL ESPIRITO SANTENSE;ATIVA
1,07793E+13;2009-04-24;true;121101;HORTICULTURA EXCETO MORANGO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;19710000;PARAGUACU PAULISTA;SP;SUDESTE;ASSIS;ATIVA
4,02394E+13;2021-01-04;true;4923001;SERVICO DE TAXI;TRANSPORTE;SERVICOS;64885000;COLONIA DO GURGUEIA;PI;NORDESTE;SUDOESTE PIAUIENSE;ATIVA
3,43367E+13;2019-07-26;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;9130410;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,0486E+13;2018-05-17;true;4789001;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS DISPENSADA;VAREJO;COMERCIO;2022020;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,22899E+13;2015-04-20;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;30518240;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
8,36787E+12;2006-10-16;true;111302;CULTIVO DE MILHO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;18270001;TATUI;SP;SUDESTE;ITAPETININGA;ATIVA
3,64189E+13;2020-02-18;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;35790132;CURVELO;MG;SUDESTE;CENTRAL MINEIRA;ATIVA
3,58653E+13;2019-12-30;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;6233030;OSASCO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,11265E+13;2009-09-02;true;6499901;CLUBES DE INVESTIMENTO;BENS DE CAPITAL;SERVICOS;1451000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,25542E+13;2010-09-20;true;111302;CULTIVO DE MILHO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;16920000;CASTILHO;SP;SUDESTE;ARACATUBA;ATIVA
2,81675E+13;2017-03-23;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;16010970;ARACATUBA;SP;SUDESTE;ARACATUBA;ATIVA
4,29431E+13;2021-08-01;true;1412603;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;24451220;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,35426E+13;2021-09-16;true;4617600;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO DISPENSADA;ATACADO;COMERCIO;30662460;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
4,69881E+13;2022-07-01;true;161003;SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;78580000;ALTA FLORESTA;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;ATIVA
3,31838E+13;2019-03-29;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;9670000;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,3958E+13;2019-06-18;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;55819075;CARPINA;PE;NORDESTE;MATA PERNAMBUCANA;ATIVA
4,7317E+13;2022-07-27;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;58030218;JOAO PESSOA;PB;NORDESTE;MATA PARAIBANA;ATIVA
